file,geographic_coverage,possible_issue,evidence_categories,mime_type,thumbnail_http_status,commons_file_page
"Argentina (including claimed territories, orthographic projection).svg",Argentina,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,"https://commons.wikimedia.org/wiki/File:Argentina_(including_claimed_territories,_orthographic_projection).svg"
Argentina - Buenos Aires - Coronel Pringles.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Coronel_Pringles.svg
Argentina - Buenos Aires - Lezama.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Lezama.svg
Argentina - Buenos Aires - Merlo.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Merlo.svg
Argentina - Buenos Aires - Morón.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Mor%C3%B3n.svg
Argentina - Buenos Aires - Olavarría.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Olavarr%C3%ADa.svg
Argentina - Buenos Aires - Roque Pérez.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Roque_P%C3%A9rez.svg
Argentina - Buenos Aires - San Andrés de Giles.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Andr%C3%A9s_de_Giles.svg
Argentina - Buenos Aires - San Fernando.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Fernando.svg
Argentina - Buenos Aires - San Isidro.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Isidro.svg
Argentina - Buenos Aires - San Miguel del Monte.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Miguel_del_Monte.svg
Argentina - Buenos Aires - San Nicolás.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Nicol%C3%A1s.svg
Argentina - Buenos Aires - San Pedro.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Pedro.svg
Argentina - Buenos Aires - San Vicente.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_San_Vicente.svg
Argentina - Buenos Aires - Suipacha.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Suipacha.svg
Argentina - Buenos Aires - Tandil.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tandil.svg
Argentina - Buenos Aires - Tigre.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tigre.svg
Argentina - Buenos Aires - Tordillo.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tordillo.svg
Argentina - Buenos Aires - Tornquist.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tornquist.svg
Argentina - Buenos Aires - Trenque Lauquen.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Trenque_Lauquen.svg
Argentina - Buenos Aires - Tres Arroyos.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tres_Arroyos.svg
Argentina - Buenos Aires - Tres de Febrero.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tres_de_Febrero.svg
Argentina - Buenos Aires - Tres Lomas.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Tres_Lomas.svg
Argentina - Buenos Aires - Veinticinco de Mayo.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Veinticinco_de_Mayo.svg
Argentina - Buenos Aires - Vicente López.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Vicente_L%C3%B3pez.svg
Argentina - Buenos Aires - Villa Gesell.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Villa_Gesell.svg
Argentina - Buenos Aires - Villarino.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Villarino.svg
Argentina - Buenos Aires - Zárate.svg,partidos of Buenos Aires Province,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_-_Buenos_Aires_-_Z%C3%A1rate.svg
Argentina on the globe (de facto +Antarctic claims hatched) (Chile centered).svg,"Argentina, Antarctica",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argentina_on_the_globe_(de_facto_%2BAntarctic_claims_hatched)_(Chile_centered).svg
Argyll and Bute in Scotland.svg,"Argyll and Bute, Scotland",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Argyll_and_Bute_in_Scotland.svg
Arizona in United States (US48).svg,"Arizona, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Arizona_in_United_States_(US48).svg
Arkansas in United States (US48).svg,"Arkansas, United States",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps-USA,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Arkansas_in_United_States_(US48).svg
Armenia Japan Locator.svg,Armenia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Armenia_Japan_Locator.svg
Armorican Massif geological map-fr.svg,Armorican Massif,Commons category reports broken file links,Category:Files with broken file links,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Armorican_Massif_geological_map-fr.svg
Artemisa in Cuba.svg,"Artemisa, Cuba",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Cuba maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Artemisa_in_Cuba.svg
Artsakh on the globe (de-facto) (Europe centered).svg,Artsakh,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Artsakh_on_the_globe_(de-facto)_(Europe_centered).svg
Ascension Island on the Globe (in the United Kingdom).svg,"Ascension Island, the United Kingdom",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ascension_Island_on_the_Globe_(in_the_United_Kingdom).svg
Ascoli Piceno in Italy.svg,"Ascoli Piceno, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ascoli_Piceno_in_Italy.svg
Ashmore and Cartier Islands on the globe (Southeast Asia centered) (small islands magnified).svg,"Ashmore and Cartier Islands, Australia",Thumbnail request was rate-limited (HTTP 429); reachability unconfirmed,,image/svg+xml,429,https://commons.wikimedia.org/wiki/File:Ashmore_and_Cartier_Islands_on_the_globe_(Southeast_Asia_centered)_(small_islands_magnified).svg
Assam Marigaon locator map.svg,districts of Assam,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Assam_Marigaon_locator_map.svg
Asti in Italy.svg,"Asti, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Asti_in_Italy.svg
Auckland in New Zealand.svg,"Auckland, New Zealand",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Auckland_in_New_Zealand.svg
Australia (orthographic projection).svg,Australia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Australia_(orthographic_projection).svg
Australia in Oceania (Ashmore and Cartier Islands special) (small islands magnified) (-mini map -rivers).svg,"Australia, Oceania (Ashmore and Cartier Islands special) (small islands magnified)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Australia_in_Oceania_(Ashmore_and_Cartier_Islands_special)_(small_islands_magnified)_(-mini_map_-rivers).svg
Australia in Oceania.svg,"Australia, Oceania",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Australia_in_Oceania.svg
Australia map with outlying islands.svg,Australia,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps (gggs),image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Australia_map_with_outlying_islands.svg
Australia on the globe (Antarctic claims hatched) (Oceania centered) with borders.svg,"Australia, Antarctica",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Australia_on_the_globe_(Antarctic_claims_hatched)_(Oceania_centered)_with_borders.svg
Austria all.svg,Austria,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Austria_all.svg
Austria in European Union.svg,"Austria, European Union",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Austria_in_European_Union.svg
Austria States blank map.svg,Austria,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Austria_States_blank_map.svg
Austria Vienna location map.svg,states of Austria,Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Austria_Vienna_location_map.svg
Avellino in Italy.svg,"Avellino, Italy",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Italian province maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Avellino_in_Italy.svg
Azad Kashmir in Pakistan (claims hatched).svg,"Azad Kashmir, Pakistan (claims hatched)",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Locator maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Azad_Kashmir_in_Pakistan_(claims_hatched).svg
Azerbaijan topographic map-de.svg,Azerbaijan,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Azerbaijan_topographic_map-de.svg
Azerbaijan topographic map-fr.svg,Azerbaijan,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Azerbaijan_topographic_map-fr.svg
Azerbaijan topographic map-it.svg,the Caucasus,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Azerbaijan_topographic_map-it.svg
Azerbaijan topographic map-lt.svg,Azerbaijan,Commons category marks SVG as invalid,Category:Invalid SVG created with Inkscape:World maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Azerbaijan_topographic_map-lt.svg
Ba Ria-Vung Tau in Vietnam.svg,"Ba Ria-Vung Tau, Vietnam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Ba_Ria-Vung_Tau_in_Vietnam.svg
Bac Giang in Vietnam before 1 July 2025.svg,"Bac Giang, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Bac_Giang_in_Vietnam_before_1_July_2025.svg
Bac Lieu in Vietnam before 1 July 2025.svg,"Bac Lieu, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Bac_Lieu_in_Vietnam_before_1_July_2025.svg
Bac Ninh in Viet Nam.svg,"Bac Ninh, Viet Nam",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Bac_Ninh_in_Viet_Nam.svg
Bac Ninh in Vietnam before 1 July 2025 (special marker).svg,"Bac Ninh, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps of Vietnam,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Bac_Ninh_in_Vietnam_before_1_July_2025_(special_marker).svg
Bac Ninh in Vietnam before 1 July 2025.svg,"Bac Ninh, Vietnam before 1 July 2025",Commons category marks SVG as invalid,Category:Invalid SVG created with Adobe Illustrator:Maps,image/svg+xml,200,https://commons.wikimedia.org/wiki/File:Bac_Ninh_in_Vietnam_before_1_July_2025.svg
